9,31%,31%,31%,31%,31%,33%,37%,38%,38%,42%,46%,46%,46%,46%,46%,46%,48%,52%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,55%,60%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,66%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,71%,75%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,78%,82%,85%,85%,87%,91%,92%,92%,96%,100%
10,31%,38%,38%,38%,38%,38%,38%,38%,42%,45%,46%,46%,49%,53%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,56%,59%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,66%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,71%,75%,77%,77%,78%,82%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,89%,92%,96%,100%
11,40%,46%,46%,46%,46%,46%,46%,46%,48%,52%,54%,54%,54%,55%,59%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,63%,68%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,70%,75%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,79%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,87%,91%,92%,92%,92%,92%,92%,92%,92%,96%,100%,100%,100%,100%,100%,100%
12,33%,44%,46%,46%,46%,46%,46%,46%,46%,46%,46%,49%,53%,54%,54%,54%,54%,54%,54%,54%,57%,61%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,65%,68%,69%,69%,69%,69%,69%,69%,69%,69%,69%,72%,76%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,81%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,87%,91%,92%,92%,92%,92%,92%,92%,92%,95%,99%,100%,100%,100%,100%,100%,100%,100%
13,35%,39%,47%,54%,58%,62%,62%,62%,62%,62%,62%,62%,62%,64%,68%,69%,69%,69%,69%,69%,69%,69%,69%,73%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,81%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,89%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,95%,99%,100%,100%,100%,100%,100%,100%,100%,100%
14,43%,47%,51%,54%,54%,54%,54%,56%,60%,62%,62%,65%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,70%,74%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,78%,82%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,90%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
15,53%,60%,64%,68%,69%,69%,69%,69%,70%,73%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,78%,82%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,89%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
16,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,72%,76%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,81%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,87%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
17,46%,54%,65%,77%,77%,77%,77%,77%,77%,77%,77%,77%,81%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,88%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
18,54%,61%,65%,69%,73%,76%,80%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,87%,90%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,95%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
19,66%,69%,69%,69%,69%,69%,69%,71%,75%,77%,77%,80%,84%,85%,85%,85%,85%,85%,85%,85%,86%,90%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
20,69%,69%,70%,73%,76%,79%,82%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,88%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,95%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
21,65%,68%,72%,78%,85%,85%,85%,85%,85%,85%,85%,85%,86%,89%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,95%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
22,66%,70%,74%,77%,77%,77%,77%,78%,80%,82%,84%,86%,89%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,94%,96%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
23,51%,56%,61%,64%,66%,69%,71%,74%,76%,77%,77%,77%,78%,81%,83%,86%,88%,90%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,94%,96%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
24,58%,61%,65%,69%,71%,73%,74%,76%,77%,77%,77%,77%,78%,80%,82%,83%,85%,85%,85%,85%,85%,87%,89%,90%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,94%,96%,98%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
